Software Name	 Version	Manufacturer
Tableau Reader	2023.x	Tableau
Tanium Client 7.0.314.3002	7.0.314.3002	
Tanium Client 7.2.314.2962	7.2.314.2962	Tanium Inc.
Tanium Client 7.2.314.3211	7.2.314.3211	Tanium Inc.
Tanium Client 7.2.314.3211	7.2.314.3211	
Tanium Client Deployment Tool	8.0.0.7	
Tanium Client Installer	1.0.0	
TaskView	4.2.0.0354	TaskView
TASM_Compiler_Tools_Install	4.0.0.0010	TASM_Compiler_Tools_Install
TAWS 7.1.1	7.1.1	TAWS
TCMax Asset Management Suite	9.6.6449.22232	TCMax Asset Management Suite
TCMS v3 Engineering Platform	3.02.0009	TCMS v3 Engineering Platform
Telecommunications Management System (TMS)	5.x	K&R Custom Software
TerraExplorer Pro	6.6.1.1567	TerraExplorer Pro
TerraGo Toolbar	6.6	TerraGo
Tftpd64 Standalone Edition (remove only)	64	
The RAOB 6.2 Program	6.20.01	The RAOB 6.2 Program
TheRecord Player	5.4.2.0	TheRecord Player
ThinkPad Power Management Driver	1.62.00.00	
ThinkPad Power Management Driver	1.43	
ThinkPad Power Manager	3.67	ThinkPad Power Manager
ThinkPad UltraNav Driver	16.2.19.7	ThinkPad UltraNav Driver
Thunderbolt(TM) Software	16.2.55.275	Thunderbolt(TM) Software
Thunderbolt(TM) Software	15.3.39.250	Thunderbolt(TM) Software
ThunderboltΓäó Software	16.3.61.275	ThunderboltΓäó Software
Tier2 Submit 2016	2016	Tier2 Submit
Tier2 Submit 2016	2016	
Tier2 Submit 2017	2017	
TIMMS 2.3.7 1032 Patch 2d	2.37.1261	TIMMS 2.3.7 1032 Patch 2d
TIPS-Read	4.21.0.1	TIPS-Read
TIPS-Read	4.8.0.2	TIPS-Read
TIPS-Read	4.8.1.3	TIPS-Read
TIPS-Write	4.7.0.3	TIPS-Write
TM 11-1520-271-23&amp;P	IADS 3.4.9	TM 11-1520-271-23&amp;P
TM 1-1520-BLACKHAWK	IADS 3.4.17	TM 1-1520-BLACKHAWK
TM 1-1520-Longbow/Apache	18.1	TM 1-1520-Longbow/Apache
TM 1-1550-1695-13 &amp; P	1-1550-1695-13	TM 1-1550-1695-13 &amp; P
TM 1-2840-265-23&amp;P	IADS 3.4.12	TM 1-2840-265-23&amp;P
TM 9-1425-JAVELIN	9-1425-	TM 9-1425-JAVELIN
TM 9-1430-740-13&amp;P	9-1430-740-13	TM 9-1430-740-13&amp;P
Toad for Oracle 11.5	11.5.1.2	ORACLE
TOLD-RC12 v1.0.7.22	1.0.7.22	TOLD-RC12 v
Toolkit Documentation	8.100.26866	Microsoft
Tools for .Net 3.5	3.11.50727	Microsoft Corporation
TPS 3	3.0.41	TPS
TPS 3.0.5	3.0.5	TPS
TPS 3.0.6	3.0.6	TPS
TPS 3.0.8	3.0.8	TPS
TransVerse v1.8.1.3 Build829	829	Transverse
TransVerse v1.9.0.2 Build836	836	TransVerse v1.9.0.2 Build
TransVerse v1.X	836	TransVerse v1.9.0.2 Build
Trimble Link Engine	2.0.28.0	Trimble Link Engine
Trimble Link Engine	2.0.25.0	Trimble Link Engine
Ttf2Pt1-3.4.4 Complete package, except sources (GnuWin32)	3.4.4	
Tutorsystems Client Software	08.24.0200	Tutorsystems Client Software
TYBRIN CNS/ATM Utilities 	3.1.0.0010	TYBRIN CNS/ATM Utilities
TYBRIN DAFIF Logic Filter Install	1.2.000.0009	TYBRIN DAFIF Logic Filter Install
TYBRIN Database Viewer Install	1.1.000.0001	TYBRIN Database Viewer Install
TYBRIN Rockwell Collins CNSATM Compiler Install	5.2.000.0019	
Tychon	1.7.54	
Tychon	1.7.59	
U232 P9/P25 13.2.98	13.2.98	U232 P9/P
U232 P9/P25 13.2.98	13.2.98	
UBuildWiz 2.2.0.3	2.2.0.3	UBuildWiz
UCE		
UH-60M Navigation Compiler	1.0.000.0012	UH-60M Navigation Compiler
UltiDev Cassini Web Server for ASP.NET 2.0	1.0.6	UltiDev LLC
UltiDev Cassini Web Server for ASP.NET 2.0	1.0.6	
UltiDev Cassini Web Server for ASP.NET 2.0	1.0.6	
UmmyVideoDownloader	1.8.0.0	UmmyVideoDownloader
Uninstall Dell PC Fax	N/A	Dell
Unisphere Host Agent	1.3.0	Unisphere Host Agent
Unity Web Player		Unity Web Player
Update for  (KB2504637)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7 (KB4033990)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7 (KB4040973)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7 (KB4041778)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7 (KB4043764)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7 (KB4074880)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7.1 (KB4054852)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7.1 (KB4054981)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7.1 (KB4074880)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7.1 (KB4096418)	1	Microsoft Corporation
Update for Microsoft .NET Framework 4.7.2 (KB4087364)	1	Microsoft Corporation
Update for Microsoft Office 2010 (KB2553347) 64-Bit Edition		Microsoft
Update for Microsoft SharePoint Designer 2013 (KB3114721) 32-Bit Edition		
Update for Microsoft Visual Studio 2015 (KB3095681)	14.0.23317	Microsoft Corporation
Update for Skype for Business 2015 (KB4032250) 32-Bit Edition		
Update for Windows 10 for x64-based Systems (KB4023057)	2.8.0.0	
Update for Windows 10 for x64-based Systems (KB4023057)	2.9.0.0	
Update for Windows 10 for x64-based Systems (KB4023057)	2.6.0.0	
Update for Windows 10 for x64-based Systems (KB4023057)	2.7.0.0	
Update for Windows 10 for x64-based Systems (KB4023057)	2.10.0.0	
USAF ACCM	2.2.0.59	USAF ACCM
USB2.0 Camera	1.11.1115.01	USB2.0 Camera
USBPcap 1.2.0.3	1.2.0.3	
User State Migration Tool	10.1.15063.0	User State Migration Tool
VA	1.00.0000	Axway Inc.
VAISALA Thunderstorm Lightning Tracking Software LTS2005	4.0.1.12	
VAISALA Thunderstorm Lightning Tracking Software LTS2005	4.0.1.12	
Validity Fingerprint Driver	4.0.15.0	
Validity Fingerprint Sensor Driver	4.3.211.0	
Validity Fingerprint Sensor Driver	4.5.133.0	
VCS Agents	7.1.00000	Veritas Technologies LLC
Veritas DMP DSM Solution 7.1	7.1.00000.448	Veritas Technologies LLC
Veritas InfoScale Enterprise 7.1 for Windows 	7.1	Veritas Technologies LLC
Veritas InfoScale Enterprise 7.1 for Windows 	7.1	Veritas Technologies LLC
Veritas InfoScale Enterprise 7.1 for Windows 	7.1	Veritas Technologies LLC
Veritas InfoScale Operations Manager (Host Component)	7.1.0.0	Veritas Technologies LLC
Veritas InfoScale Operations Manager (Host Component)	7.1.0.0	Veritas Technologies LLC
Veritas InfoScale Operations Manager (Host Component)	7.1.0.0	Veritas Technologies LLC
Veritas NetBackup	8	Veritas Technologies LLC
Veritas NetBackup Client	8	Veritas Technologies LLC
Veritas NetBackup OpsCenter Server (64bit)	8.0.0.0	Veritas Technologies LLC
VGS 4.0	4	VGS
Vidyo Desktop 3.0	3	Vidyo Desktop
Vidyo Desktop 3.0	3	
Viewer_armyifx	3.5.1	Viewer_armyifx
Viewer_armyifx	3.5.1	Viewer_armyifx
Viewer_armyifx	3.5.1	
Vim 7.4 (self-installing)	-	Vim 7.4 (self-installing
Virtual Connect Support Utility	1.11.1	Virtual Connect Support Utility
Virtual Machine Manager Self-Service Client	2.0.4271.0	
Virtual Training Suite (VTS)	1.x	PEO Aviation
Visioneer Acuity Assets V1	5.1.1415.12184	Visioneer Acuity Assets V
Visual Basic for Applications (R) Core	6.5.10.32	Microsoft
Visual Basic for Applications (R) Core - English	6.5.10.32	Microsoft
Visual C++ 9.0 Runtime for Dragon NaturallySpeaking 64bit (x64)	11.0.200	Microsoft
Visual Studio 2010 Prerequisites - English	10.0.40219	Microsoft
Visual Studio 2010 Prerequisites - English	10.0.40219	Microsoft
Visual Studio 2010 Prerequisites - English	10.0.40219	Microsoft
Visual Studio 2010 Prerequisites - English	10.0.40219	Microsoft
Visual Studio 2010 Tools for SQL Server Compact 3.5 SP2 ENU	4.0.8080.0	Microsoft
Visual Studio 2015 Prerequisites	14.0.23107	Microsoft
Visual Studio 2015 Prerequisites - ENU Language Pack	14.0.23107	Microsoft
Visualization Content	8.11.9.454	Visualization Content
Visualization Content	8.11.9.292	Visualization Content
Visualization Content	8.11.9.454	
VivaStation Software	N/A	VivaStation Software
Vizioncore Virtualization EcoShell 1.2.6	1.2.6.167	Vizioncore
VLC media player	2.2.5.1	VLC media player
VLC media player	2.2.1	VLC media player
VLC media player	2.2.6	VLC media player
VLC media player	2.2.4	VLC media player
VLC media player	2.2.8	
VLC media player	3.0.3	
VLC media player 1.1.11	1.1.11	VLC media player
VLC media player 1.1.11	1.1.11	
VLC media player 2.1.0	2.1.0	VLC media player
VLC media player 2.1.0	2.1.0	
VLC media player 2.1.3	2.1.3	VLC media player
VLINX ESP	3.1.0.0	VLINX ESP
VLINX ESP	3.1.0.0	
VMware Client Integration Plug-in 5.6.0	5.6.0.3212125	Vmware
VMware Client Integration Plug-in 6.0.0	6.0.0.4911605	Vmware
VMware Horizon 7 Composer	7.5.0.8463271	Vmware
VMware Horizon 7 Composer	7.4.0.7312595	Vmware
VMware Horizon 7 Composer	7.4.0.7312595	Vmware
VMware Horizon 7 Connection Server	7.5.0.8583568	Vmware
VMware Horizon 7 Connection Server	7.4.0.7400497	Vmware
VMware Horizon 7 Connection Server	7.4.0.7400497	Vmware
VMware Horizon Client	4.3.0.4209	Vmware
VMware Horizon Client	4.6.1.9881	Vmware
VMware Remote Console	10.0.1	Vmware
VMware Remote Console and Client Integration Plug-in	4.0.0.422570	Vmware
VMware Remote Console Plug-in 5.1	0.0.1	Vmware
VMware Remote Console Plug-in 5.1	0.0.1	Vmware
VMware Remote Console Plug-in 5.1	0.0.1	Vmware
VMware Tools	10.1.10.6082533	Vmware
VMware User Environment Manager	9.3.0.804	Vmware
VMware User Environment Manager	9.2.0.701	Vmware
VMware User Environment Manager	9.2.0.701	Vmware
VMware User Environment Manager	9.2.0.701	Vmware
VMware vCenter Converter Standalone	6.2.0.7348398	Vmware
VMware vCenter Converter Standalone	6.1.1.3533064	Vmware
VMware vCenter Converter Standalone	6.1.1.3533064	Vmware
VMware vCenter Converter Standalone	6.1.1.3533064	Vmware
VMware vCenter Converter Standalone	6.1.1.3533064	Vmware
VMware VIX	1.10.0.12331	Vmware
VMware VIX	1.12.1.33347	Vmware
VMware vSphere Client 5.0	5.0.0.31955	Vmware
VMware vSphere Client 5.5	5.5.0.4216	Vmware
VMware vSphere Client 5.5	5.5.0.3165	Vmware
VMware vSphere Client 5.5	5.5.0.5274	Vmware
VMware vSphere Client 5.5	5.5.0.6352	Vmware
VMware vSphere Client 5.5	5.5.0.3937	Vmware
VMware vSphere Client 5.5	5.5.0.7404	Vmware
VMware vSphere Client 6.0	6.0.0.7430	Vmware
VMware vSphere Client 6.0	6.0.0.7236	Vmware
VMware vSphere Client 6.0	6.0.0.6826	Vmware
VMware vSphere Client 6.0	6.0.0.7236	Vmware
VMware vSphere Client 6.0	6.0.0.6601	Vmware
VMware vSphere Client 6.0	6.0.0.5959	Vmware
VMware vSphere Client 6.0	6.0.0.7035	Vmware
VMware vSphere Client 6.0	6.0.0.5505	Vmware
VMware vSphere Client 6.0	6.0.0.7035	Vmware
VMware vSphere Client 6.0	6.0.0.7236	Vmware
VMware vSphere PowerCLI	6.0.0.7254	Vmware
VMware vSphere PowerCLI	6.0.0.7254	Vmware
VMware vSphere PowerCLI	4.1.1.2816	Vmware
VMware vSphere PowerCLI	6.0.0.7254	Vmware
VMware vSphere Update Manager	6.0.0.39331	Vmware
VMware vSphere Update Manager	6.0.0.35637	Vmware
VMware vSphere Update Manager	6.0.0.35637	Vmware
VMware vSphere Update Manager Client 6.0 Update 1b	6.0.0.28847	Vmware
VMware vSphere Update Manager Client 6.0 Update 1b	6.0.0.28847	Vmware
VMware vSphere Update Manager Client 6.0 Update 2a	6.0.0.34068	Vmware
VMware vSphere Update Manager Client 6.0 Update 2a	6.0.0.34068	Vmware
VMware vSphere Update Manager Client 6.0 Update 3	6.0.0.35637	Vmware
VMware vSphere Update Manager Client 6.0 Update 3c	6.0.0.39331	Vmware
VMware vSphere Update Manager Client 6.0a	6.0.0.25713	Vmware
VMware vSphere Update Manager Client 6.0a	6.0.0.25713	Vmware
VMware Workstation	7.1.3.14951	Vmware
Volume Manager for Windows	7.1.00000.448	Veritas Technologies LLC
VRTSPerl	7.1.00000	Veritas Technologies LLC
VRTSvbs	7.1.00000.000	Veritas Technologies LLC
VRTSvbs	7.1.00000.000	VRTSvbs
VRTSvbs	7.1.00000.000	
vrtsvcs	7.1.00000	Veritas Technologies LLC
VS2010MergeModule	1.00.0000	
vSphere ESXi	6.x	VMware
Vulkan Run Time Libraries 1.0.11.1	1.0.11.1	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.11.1	1.0.11.1	
Vulkan Run Time Libraries 1.0.26.0	1.0.26.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.26.0	1.0.26.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.26.0	1.0.26.0	
Vulkan Run Time Libraries 1.0.33.0	1.0.33.0	
Vulkan Run Time Libraries 1.0.33.0	1.0.33.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.33.0	1.0.33.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.33.0	1.0.33.0	
Vulkan Run Time Libraries 1.0.39.1	1.0.39.1	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.39.1	1.0.39.1	
Vulkan Run Time Libraries 1.0.42.0	1.0.42.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.42.1	1.0.42.1	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.51.0	1.0.51.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.54.0	1.0.54.0	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.54.1	1.0.54.1	Vulkan Run Time Libraries
Vulkan Run Time Libraries 1.0.54.1	1.0.54.1	
Vulkan Run Time Libraries 1.0.61.0	1.0.61.0	
Vulkan Run Time Libraries 1.0.65.1	1.0.65.1	
WCF RIA Services V1.0 SP1	4.1.60114.0	WCF RIA Services V1.0 SP
Web Deployment Tool	1.1.0618	Web Deployment Tool
Webcam	1.0.3.6	Webcam
WebTablet IE Plugin	1.1.0.11	WebTablet IE Plugin
WebTablet Netscape Plugin	1.1.0.9	WebTablet Netscape Plugin
WickrGov		Amazon Web Services (AWS)
WEdge Viewer - 1.0.0	1.0.0	WEdge Viewer
Weigh in Motion System (WIMS)	5.x	Intercomp
WIDEsystem	5.4	
WIDEsystem	5.4.1	
Wildland Fire Behavior S-190 Course	-190	
WIMGAPI	1.0.0.0	WIMGAPI
WIMGAPI	1.0.0.0	
Winder 5.3.0.0162	5.3.0.0162	Winder
Windows 11	11	Microsoft
Windows 10 Update and Privacy Settings	1.0.14.0	Microsoft
Windows 10 Update and Privacy Settings	1.0.14.0	Microsoft
Windows 10 Update Assistant	1.4.9200.22256	Microsoft
Windows Assessment and Deployment Kit - Windows 10	10.1.16299.15	Microsoft
Windows Assessment and Deployment Kit for Windows 8.1	8.100.26866	Microsoft
Windows Deployment Customizations	8.100.25984	Microsoft
Windows Deployment Tools	8.100.26866	Microsoft
Windows Deployment Tools	10.1.15063.0	Microsoft
Windows Driver Package - Advanced Card Systems Ltd. Unified PC/SC Driver (07/21/2014 4.0.0.4)	07/21/2014 4.0.0.4	Microsoft
Windows Driver Package - Agilent (obe2-pci) FTS-7000_Spectrometer 	-7000	Microsoft
Windows Driver Package - Agilent (spect04) FTIRSpectrometer 	4	Microsoft
Windows Driver Package - Agilent (Uma600) FTIRSpectrometer 	600	Microsoft
Windows Driver Package - Dai Nippon Printing DS80 (02/14/2013 3.1.1.0)	02/14/2013 3.1.1.0	Microsoft
Windows Driver Package - Dearborn Group Inc. (http://www.DGTech.com) (NcBulk) USB Diagnostic Tools  (06/10/2010 04.08.02.15)	06/10/2010 04.08.02.15	Microsoft
Windows Driver Package - Dell Inc (DellRbtn) HIDClass  (05/04/2015 1.4.2)	05/04/2015 1.4.2	Dell
Windows Driver Package - Dell Inc (DellRbtn) HIDClass  (07/31/2012 1.4)	07/31/2012 1.4	Dell
Windows Driver Package - Fresco Logic (lci_proxykmd) System  (05/23/2017 2.1.33676.0)	05/23/2017 2.1.33676.0	Microsoft
Windows Driver Package - Fresco Logic (lci_proxykmd) System  (05/23/2017 2.1.33676.0)	05/23/2017 2.1.33676.0	Microsoft
Windows Driver Package - FTDI CDM Driver Package - Bus/D2XX Driver (01/18/2013 2.08.28)	01/18/2013 2.08.28	Microsoft
Windows Driver Package - FTDI CDM Driver Package - VCP Driver (01/18/2013 2.08.28)	01/18/2013 2.08.28	Microsoft
Windows Driver Package - FTDI CDM Driver Package (02/17/2009 2.04.16)	02/17/2009 2.04.16	Microsoft
Windows Driver Package - FTDI CDM Driver Package (02/17/2009 2.04.16)	02/17/2009 2.04.16	Microsoft
Windows Driver Package - FTDI CDM Driver Package (02/17/2009 2.04.16)	02/17/2009 2.04.16	Microsoft
Windows Driver Package - FTDI CDM Driver Package (03/13/2008 2.04.06)	03/13/2008 2.04.06	Microsoft
Windows Driver Package - Hewlett-Packard hp scanjet 5590 (05/24/2012 8.1.0.73)	05/24/2012 8.1.0.73	Microsoft
Windows Driver Package - Hewlett-Packard hp scanjet 5590 (05/24/2012 8.1.0.73)	05/24/2012 8.1.0.73	Microsoft
Windows Driver Package - Hewlett-Packard HP Scanjet 7800 (04/23/2007 2.0.0.1)	04/23/2007 2.0.0.1	Microsoft
Windows Driver Package - Hewlett-Packard hp scanjet 8200 series (01/16/2007 8.1.0.76)	01/16/2007 8.1.0.76	Microsoft
Windows Driver Package - Hewlett-Packard hp scanjet 8200 series (05/24/2012 8.1.0.76)	05/24/2012 8.1.0.76	Microsoft
Windows Driver Package - Hewlett-Packard Image  (01/12/2009 12.0.1.143)	01/12/2009 12.0.1.143	Microsoft
Windows Driver Package - Hewlett-Packard Image  (07/18/2013 14.5.0.0)	07/18/2013 14.5.0.0	Microsoft
Windows Driver Package - Hewlett-Packard Image  (10/09/2008 11.6.0.180)	10/09/2008 11.6.0.180	Microsoft
Windows Driver Package - Hewlett-Packard Image  (12/03/2009 12.0.1.171)	12/03/2009 12.0.1.171	Microsoft
Windows Driver Package - Hewlett-Packard Image  (12/03/2009 12.0.1.171)	12/03/2009 12.0.1.171	Microsoft
Windows Driver Package - Hewlett-Packard Image  (12/15/2009 8.0.1.198)	12/15/2009 8.0.1.198	Microsoft
Windows Driver Package - ICS CDM Driver Package (02/17/2009 2.04.16)	02/17/2009 2.04.16	Microsoft
Windows Driver Package - ICx Technologies CDM Driver Package (03/13/2008 2.04.06)	03/13/2008 2.04.06	Microsoft
Windows Driver Package - LSI Corp. (megasas2) SCSIAdapter  (01/10/2013 6.504.5.0)	01/10/2013 6.504.5.0	Microsoft
Windows Driver Package - LSI Corp. (megasas2) SCSIAdapter  (01/10/2013 6.504.5.0)	01/10/2013 6.504.5.0	Microsoft
Windows Driver Package - LSI Corporation (LSI_SAS2) SCSIAdapter  (01/29/2013 2.00.63.00)	01/29/2013 2.00.63.00	Microsoft
Windows Driver Package - LSI Corporation (LSI_SAS2) SCSIAdapter  (01/29/2013 2.00.63.00)	01/29/2013 2.00.63.00	Microsoft
Windows Driver Package - LSI Corporation (LSI_SAS3) SCSIAdapter  (11/22/2013 2.50.75.00)	11/22/2013 2.50.75.00	Microsoft
Windows Driver Package - LSI Corporation System  (05/01/2009 0.0.4.0)	05/01/2009 0.0.4.0	Microsoft
Windows Driver Package - LSI Corporation System  (05/01/2009 0.0.4.0)	05/01/2009 0.0.4.0	Microsoft
Windows Driver Package - LSI Corporation System  (11/22/2013 2.50.75.00)	11/22/2013 2.50.75.00	Microsoft
Windows Driver Package - Lumidigm, Inc. (LUMIDRIVER) Lumidigm Biometric Sensor  (10/08/2010 3.4.2.0)	10/08/2010 3.4.2.0	Microsoft
Windows Driver Package - Motorola Solutions (cdcacmmoto) Ports  (09/17/2012 1.96.0.0)	09/17/2012 1.96.0.0	Microsoft
Windows Driver Package - OEM (mr8980) Image  (05/10/2010 1.0.0.0)	05/10/2010 1.0.0.0	Microsoft
Windows Driver Package - OLYMPUS IMAGING CORP. (VNUSB) VNUSB  (09/29/2009 2.0.0.0)	09/29/2009 2.0.0.0	Microsoft
Windows Driver Package - SecuGen Corporation (FPUSB) Biometric  (05/23/2007 2.1.0.0)	05/23/2007 2.1.0.0	Microsoft
Windows Driver Package - SecuGen Corporation (SGFDU04) Biometric  (04/24/2012 2.3.7.1)	04/24/2012 2.3.7.1	Microsoft
Windows Driver Package - SecuGen Corporation (SGFDU05) Biometric  (05/20/2014 1.2.7.0)	05/20/2014 1.2.7.0	Microsoft
Windows Driver Package - SecuGen Corporation (SGFPUSB) Biometric  (06/07/2012 2.8.1.1)	06/07/2012 2.8.1.1	Microsoft
Windows Driver Package - Silicon Laboratories (silabenm) Ports  (03/19/2014 6.7.0.0)	03/19/2014 6.7.0.0	Microsoft
Windows Driver Package - Varian (OsiUsb) USB  (08/04/2008 3.00.0.0)	08/04/2008 3.00.0.0	Microsoft
Windows Firewall Configuration Provider	1.2.3412.0	Microsoft
Windows IATS Database	N/A	Microsoft
Windows IATS Database	N/A	Microsoft
Windows Internal Database (MICROSOFT##SSEE)	9.4.5000.00	Microsoft
Windows Journal	10.0.237.0	Microsoft
Windows Live ID Sign-in Assistant	6.500.3165.0	Microsoft
Windows Media Encoder 9 Series	9.00.2980	Microsoft
Windows Media Encoder 9 Series	9	Microsoft
Windows Media Encoder 9 Series	9	Microsoft
Windows Media Encoder 9 Series		Microsoft
Windows Media Encoder 9 Series	9.00.2980	Microsoft
Windows Mobile Developer Power Toys	1.0.0	Microsoft
Windows Mobile Device Center	6.1.6965.0	Microsoft
Windows Mobile Device Center	6.1.6965.0	Microsoft
Windows Mobile Device Center Driver Update	6.1.6965.0	Microsoft
Windows Mobile Device Center Driver Update	6.1.6965.0	Microsoft
Windows PE x86 x64	8.100.25984	Microsoft
Windows PE x86 x64	10.1.15063.0	Microsoft
Windows PE x86 x64 wims	8.100.25984	Microsoft
Windows PE x86 x64 wims	10.1.15063.0	Microsoft
Windows PowerShell Extensions for SQL Server 2014 	12.0.2000.8	Microsoft
Windows PowerShell Extensions for SQL Server 2014 	12.0.2000.8	Microsoft
Windows PowerShell Extensions for SQL Server 2014 	12.0.2000.8	Microsoft
Windows Resource Kit Tools - SubInAcl.exe	5.2.3790.1164	Microsoft
Windows Resource Kit Tools - WinHttpCertCfg.exe	5.2.3790.1060	Microsoft
Windows Server 2016	2016	Microsoft
Windows Server Update Services 3.0 SP2	3.2.7600.226	Microsoft
Windows Server Update Services 3.0 SP2 Console	3.2.7600.226	Microsoft
Windows Server Update Services 3.0 SP2 Console	3.2.7600.226	Microsoft
Windows Server Update Services 3.0 SP2 Console	3.2.7600.226	Microsoft
Windows Support Tools	5.2.3790	Microsoft
Windows System Image Manager on amd64	8.100.26866	Microsoft
Windows System Image Manager on amd64	10.1.15063.0	Microsoft
WinEst	15.4.594	WinEst
WinEst	15.3.320	WinEst
WinEst	15.4.594	
WinFpm 2.2.0.4	2.2.0.4	WinFpm
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinIATS Installation Update	N/A	
WinPcap 4.1.3	4.1.0.2980	WinPcap
WinPcap 4.1.3	4.1.0.2980	
WinRAR 5.01 (64-bit)	5.01.0	WinRAR 5.01 (64-bit
WinSCP 	5.9.6	WinSCP
WinSCP 5.5.4	5.5.4	WinSCP
WinSCP 5.5.5	5.5.5	WinSCP
WinSCP 5.5.6	5.5.6	WinSCP
WinSCP 5.7.6	5.7.6	WinSCP
